OF_TURN,HYDRANT,MAPPAGE,SEQ__,ZIPCODE,OF_TURNS,STATION,DIRECTION,COMPLETED,FLOW,NUM,LOCATION,STATIC_PRE,CLASS,CONDITION,VALVE_MAKE,DATE_INSPE,HYDRANT_ID,LONGITUDE,VALVE_SIZE,TYPE0,DATE_INSTA,SIZE,CITY,NAME,DISTRICT,VALVE_TYPE,MAKE,ATLAS_PAGE,ADDRESS,LATITUDE,TYPE,RESIDUAL_P
L,,1475,0075,74128,20,22,S,1,1100,1245,101 EA & 13 ST NEC,0,NA,,C485,1999-05-18,00177-0075,-95.864243,60,3-WAY,1985-05-30,52,TULSA,101,2,GATE,CLOW,00177,1245 S 101th AV E,36.144591,EA,0
L,,1480,0023,74133,21,20,,1,1070,0,101 EA 1400'N 71 ST,0,NA,,,1999-05-28,00558-0023,-95.863835,60,3-WAY,1992-06-24,52,TULSA,,5,GATE,DARLI,00558,,36.064785,,0
L,,1476,0080,74129,21,27,E,1,11100,10401,101 EA 200'S 30ST ES,0,NA,,C495,1999-04-15,00180-0080,-95.863441,60,3-WAY,,42,TULSA,31,5,GATE,MUELL,00180,10401 E 31th ST S,36.120013,ST,0
L,,1477,0011,74146,38,27,,1,42302,0,101 EA 250'N/32ST ES,0,NA,,C495,2003-08-03,00181-0011,-95.865383,120,3-WAY,,52,TULSA,,5,GATE,MUELL,00181,,36.117901,,0
L,,1476,0077,74129,21,27,,1,1060,0,101 EA & 25ST NEC,0,NA,,C541,1999-06-22,00179-0077,-95.86437,60,3-WAY,,40,TULSA,,5,GATE,M & H,00179,,36.126047,,0
L,,1477,0062,74146,27,27,S,1,1070,3130,101 EA 300'S/31ST SS,0,NA,,C495,1999-06-09,00181-0062,-95.865762,80,3-WAY,,42,TULSA,101,5,GATE,MUELL,00181,3126 S 101th AV  2,36.117832,ST,0
L,,1477,0002,74129,0,27,,1,42302,0,101 EA & 31ST SEC,0,NA,,C495,2003-08-03,00181-0002,-95.865467,60,3-WAY,,50,TULSA,,5,GATE,WATER,00181,,36.118787,,0
L,,1479,0013,74146,21,20,S,1,0,5401,101 EA 350'N/55 PL ES,0,NA,,C477,1999-06-28,00309-0013,-95.863818,60,3-WAY,,45,TULSA,101,5,GATE,MUELL,00309,5401 S 101th AV E,36.084764,EA,0
L,,1474,0034,74128,21,22,,1,42302,0,101 EA & 3 ST NEC,0,NA,,C513,1999-06-21,00175-0034,-95.864918,60,3-WAY,,52,TULSA,,2,GATE,MUELL,00175,,36.156863,,0
L,,1480,0010,74133,20,20,,1,41702,0,101 EA 400'N 66 ST ES,0,NA,,DELET,1999-06-21,00467-0010,-95.864197,60,3-WAY,,50,TULSA,,5,GATE,WATER,00467,,36.069286,,0
L,,1480,0025,74133,20,20,E,1,41802,10031,101 EA 400'N 71 ST WS,0,NA,,C480,1999-05-28,00558-0025,-95.863902,60,3-WAY,1993-07-02,52,TULSA,71,5,GATE,DARLI,00558,10031 E 71th ST S,36.061445,ST,0
L,,1475,0036,74128,26,22,E,1,1050,10131,101 EA 450'N 21ST ES,0,NA,,C546,1999-06-16,00178-0036,-95.86437,80,3-WAY,,45,TULSA,21,2,GATE,MUELL,00178,10131 E 21th ST S,36.134739,ST,0
L,,1475,0074,74128,27,22,S,1,1100,1331,101 EA 500'N 15 ST ES,0,NA,,C424,1999-05-18,00177-0074,-95.864243,80,3-WAY,,52,TULSA,101,2,GATE,CLOW,00177,1331 S 101th AV E,36.143466,EA,0
L,,1480,0035,74133,20,20,E,1,41802,10001,101 EA 500'N 71 ST WS,0,NA,,,1999-05-28,00558-0035,-95.864408,60,3-WAY,,52,TULSA,71,5,GATE,DARLI,00558,10001 E 71th ST S,36.062536,ST,0
L,,1477,0026,74146,27,27,,1,42302,0,101 EA 50'N/33 PL ES,0,NA,,C495,2003-08-03,00181-0026,-95.864623,80,3-WAY,,42,TULSA,,5,GATE,MUELL,00181,,36.115753,,0
L,,1476,0013,74129,21,27,,1,1060,0,101 EA 50'S/21PL ES,0,NA,,C541,1999-06-19,00179-0013,-95.864412,60,3-WAY,,42,TULSA,,5,GATE,MUELL,00179,,36.132149,,0
L,,1476,0072,74129,39,27,S,1,11100,2905,101 EA 50'S 29ST ES,0,NA,,C495,1999-04-15,00180-0072,-95.863568,120,3-WAY,,42,TULSA,101,5,GATE,MUELL,00180,2905 S 101th AV E,36.121308,EA,0
L,,1475,0045,74128,21,22,S,1,1100,1322,101 EA 600'S 13 ST WS,0,NA,,C485,1999-05-18,00177-0045,-95.86496,60,3-WAY,,50,TULSA,101,2,GATE,WATER,00177,1322 S 101th AV E,36.143432,EA,0
L,,1480,0033,74133,24,20,E,1,1070,9919,101 EA 850'N 71 ST WS,0,NA,,,1999-05-28,00558-0033,-95.865588,80,3-WAY,,52,TULSA,71,5,GATE,,00558,9919 E 71th ST S,36.063695,ST,0
L,,1480,0024,74133,24,20,E,1,41802,10123,101 EA 900'N 71 ST ES,0,NA,,,1999-05-28,00558-0024,-95.864087,80,3-WAY,1992-06-23,52,TULSA,71,5,GATE,DARLI,00558,10123 E 71th ST S,36.063461,ST,0
L,,1481,0051,74133,26,20,E,1,1100,10202,101 EA & S 73 ST,0,NA,,C541,1999-05-02,00657-0051,-95.863959,80,3-WAY,1996-09-06,52,TULSA,71,5,GATE,MUELL,00657,10202 E 71th ST S,36.0579,ST,0
L,,1476,0016,74129,20,27,,1,11100,0,101 E AV 100'N 26ST ES,0,NA,,C495,1999-04-15,00180-0016,-95.86437,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00180,,36.12516,,0
L,,1478,0046,74146,21,20,,1,11200,0,101 E AV & 45 PL SEC,0,NA,,C496,1999-04-15,00183-0046,-95.863523,60,3-WAY,,52,TULSA,,5,GATE,DARLI,00183,,36.097821,,0
L,,1476,0037,74129,20,27,S,1,11100,2638,101 E AV 50'E MINGO RD SS,0,NA,,C495,1999-05-03,00180-0037,-95.864918,60,3-WAY,,42,TULSA,101,5,GATE,MUELL,00180,2638 S 101th AV E,36.122979,EA,0
L,,1474,0038,74128,21,22,S,1,0,1701,101 EAV N OF 11 ST ES,0,NA,,C528,2003-09-07,00176-0038,-95.86437,60,3-WAY,,0,TULSA,101,2,GATE,M & H,00176,1701 S 101th AV E,36.150079,EA,0
L,,1434,0001,74133,38,32,,1,90399,0,101 & MEMORIAL SEC,7,NA,,C506,1999-08-11,01420-0001,-95.886365,120,3-WAY,,52,BIXBY,,5,GATE,WATER,01420,,36.017113,,200
L,,1476,0045,74129,21,27,S,1,1060,2315,101 PL 200'S/23PL ES,0,NA,3,C513,1999-06-22,00179-0045,-95.863737,60,3-WAY,,52,TULSA,101,5,GATE,M & H,00179,2315 S 101th PL E,36.128467,EA,0
L,,1334,0012,74137,0,32,E,1,42202,5302,101 PL 400'W OF FULTON WS,0,NA,,C513,2003-08-09,01422-0012,-95.917315,20,3-WAY,,52,TULSA,101,5,AIR RELIE,CLOW,01422,5302 E 101th PL S,36.016643,PL,0
L,,1234,0008,74137,21,32,,1,11000,0,101 PL & COLLEGE PL SWC,0,NA,,C538,1999-03-30,01424-0008,-95.942991,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01424,,36.016768,,0
L,,1234,0007,74137,27,32,E,1,11000,2938,101 PL & COLLEGE SWC,0,NA,,,1999-03-30,01424-0007,-95.944221,80,3-WAY,,52,TULSA,101,5,GATE,MUELL,01424,2938 E 101th PL S,36.016748,PL,0
L,,1234,0006,74137,27,32,E,1,11000,2914,101 PL & EVANSTON SEC,0,NA,,C400,1999-03-30,01424-0006,-95.945746,80,3-WAY,,52,TULSA,101,5,GATE,MUELL,01424,2914 E 101th PL S,36.016688,PL,0
L,,1334,0013,74137,18,32,E,1,42202,5510,101 PL & FULTON SEC,0,NA,,C513,2003-08-09,01422-0013,-95.915304,40,3-WAY,,52,TULSA,101,5,AIR RELIE,CLOW,01422,5510 E 101th PL S,36.016597,PL,0
L,,1334,0014,74137,18,32,E,1,42202,5608,101 PL & GRANITE SWC,0,NA,,C513,2003-08-09,01422-0014,-95.914219,40,3-WAY,,52,TULSA,101,5,AIR RELIE,CLOW,01422,5604 E 101th PL S,36.016597,PL,0
L,,1334,0058,74137,21,32,E,1,42202,5718,101 PL & HUDSON SEC,0,NA,,C513,2003-08-12,01422-0058,-95.912257,60,3-WAY,1992-01-28,52,TULSA,101,5,GATE,DARLI,01422,5714 E 101th PL S,36.016597,PL,0
L,,1334,0059,74137,27,32,E,1,42202,5812,101 PL & IRVINGTON SEC,0,NA,,C513,2003-08-12,01422-0059,-95.91113,80,3-WAY,1992-01-28,52,TULSA,101,5,GATE,DARLI,01422,5812 E 101th PL S,36.016597,PL,0
L,,1284,0016,74137,27,32,E,1,42202,4261,101 PL & RICHMOND AVE SS,0,NA,,C439,1999-04-02,01423-0016,-95.928141,80,3-WAY,,45,TULSA,102,5,GATE,MUELL,01423,4261 E 102th ST S,36.016622,ST,0
L,,1333,0068,74137,20,32,S,1,11000,10032,101 & SHERIDAN NWC,0,NA,,C451,1999-06-25,01275-0068,-95.904485,60,3-WAY,,52,TULSA,SHERIDAN,5,GATE,,01275,10032 S SHERIDAN  AV E,36.018447,RD,0
L,,1333,0023,74137,7,32,,1,11000,0,101 ST 1000'E CANTON NS,0,NA,,C451,1999-06-28,01275-0023,-95.915253,20,3-WAY,,52,TULSA,,5,AIR RELIE,MUELL,01275,,36.017565,,0
L,,1433,0012,74133,21,32,,1,1070,0,101 ST 100'W 91 EA NS,0,NA,,C525,1999-06-14,01273-0012,-95.874901,60,3-WAY,1984-09-07,52,TULSA,,5,GATE,MUELL,01273,,36.017543,,0
L,,1433,0014,74133,20,32,,1,1070,0,101 ST 150'E 94 EA NS,0,NA,,C477,1999-06-14,01273-0014,-95.86995,60,3-WAY,1984-10-11,52,TULSA,,5,GATE,MUELL,01273,,36.017545,,0
L,,1484,0002,74133,37,0,,1,90399,0,101 ST & 150'E HAIKEY CRK NS,7,NA,,C495,1999-08-11,01419-0002,-95.859498,120,3-WAY,,52,BROKEN ARROW,,0,GATE,MUELL,01419,,36.017231,,2
L,,1333,0046,74137,20,32,E,1,11000,5934,101 ST 150'W MAPLEWOOD NS,0,NA,,C451,1999-06-28,01275-0046,-95.908754,60,3-WAY,,52,TULSA,100,5,GATE,MUELL,01275,5934 E 100th PL S,36.017525,ST,0
L,,1384,0033,74133,21,32,S,1,1050,10101,101 ST 175'E 72 E AVE SS,0,NA,,,2003-08-03,01421-0033,-95.895394,60,3-WAY,,52,TULSA,72,5,GATE,MUELL,01421,10101 S 72th AV E,36.017133,AV,0
,,1384,0038,74133,21,32,S,1,1050,10115,101 ST 200'E 77 E AVE ES,0,NA,,,2003-08-03,01421-0038,-95.890953,60,3-WAY,,52,TULSA,77,5,GATE,CLOW,01421,10115 S 77th AV E,36.017193,AV,0
L,,1283,0032,74137,9,32,E,1,0,4320,101 ST 200'E RICHMOND NS,0,NA,,,1996-05-22,01276-0032,-95.928093,20,3-WAY,,45,TULSA,100,5,AIR RELIE,MUELL,01276,4320 E 100th ST S,36.017544,ST,0
L,,1384,0052,74133,27,32,E,1,1050,6506,101 ST 200'S SHERIDAN SS,0,NA,,C499,2003-08-09,01421-0052,-95.90366,80,3-WAY,,52,TULSA,101,5,GATE,CLOW,01421,6506 E 101th ST S,36.017152,ST,0
L,,1384,0013,74133,21,32,S,1,1050,10121,101 ST 200'W 67 EA SS,0,NA,,C485,2003-08-14,01421-0013,-95.902181,60,3-WAY,,52,TULSA,SHERIDAN,5,GATE,WATER,01421,10121 S SHERIDAN  RD E,36.017172,RD,0
L,,1333,0008,74137,32,32,,1,11000,0,101 ST 225'W OF CANTON NS,0,NA,,C451,1999-06-28,01275-0008,-95.919934,120,3-WAY,,52,TULSA,,5,GATE,MUELL,01275,,36.017605,,0
L,,1433,0001,74133,0,32,,1,1070,0,101 ST 300'E 93 EA NS,0,NA,,DELET,1999-04-16,01273-0001,-95.872036,120,3-WAY,,52,TULSA,,5,GATE,MUELL,01273,,36.017585,,0
L,,1433,0013,74133,45,32,,1,1070,0,101 ST 300'W 93 EA NS,0,NA,,C477,1999-06-14,01273-0013,-95.873588,120,3-WAY,1984-09-12,52,TULSA,,5,GATE,MUELL,01273,,36.017525,,0
L,,1283,0005,74137,7,32,E,1,0,3324,101ST 300'W JAMESTOWN NS,0,NA,,,1996-05-19,01276-0005,-95.938486,20,3-WAY,,45,TULSA,100,5,AIR RELIE,MUELL,01276,3324 E 100th PL S,36.017545,PL,0
L,,1283,0056,74137,21,32,E,1,0,3542,101 ST 350'W LOUISVILLE NS,0,NA,,,1994-08-28,01276-0056,-95.935964,60,3-WAY,,0,TULSA,100,5,GATE,MUELL,01276,3542 E 100th ST S,36.017525,ST,0
L,,1333,0019,74137,38,32,E,1,11000,5216,101 ST 375'E CANTON NS,0,NA,,C451,1999-06-28,01275-0019,-95.917782,120,3-WAY,,52,TULSA,100,5,GATE,MUELL,01275,5216 E 100th PL S,36.017574,ST,0
L,,1384,0022,74133,21,32,E,1,1050,6725,101 ST 400'E 67 E AVE SS,0,NA,,,2003-07-31,01421-0022,-95.89978,60,3-WAY,,50,TULSA,102,5,GATE,WATER,01421,6725 E 102th ST S,36.017192,ST,0
L,,1383,0040,74133,21,32,S,1,42202,10024,101 ST & 400'E OF SHERIDAN,0,NA,,C525,1999-05-28,01274-0040,-95.901985,60,3-WAY,,52,TULSA,67,5,GATE,MUELL,01274,10011 S SHERIDAN  RD E,36.017723,EA,0
L,,1384,0028,74133,19,32,,1,1050,0,101 ST 500'E 69 E AVE SS,0,NA,,,2003-08-03,01421-0028,-95.897769,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01421,,36.017168,,0
L,,1383,0036,74133,21,32,E,1,42202,7465,101  ST & 600'E OF 74 EA ES,0,NA,,C400,1999-05-28,01274-0036,-95.891923,60,3-WAY,,52,TULSA,101,5,GATE,MUELL,01274,7465 E 101th ST S,36.017486,ST,0
L,,1283,0033,74137,22,32,E,1,0,4334,101 ST 600'E RICHMOND ES,0,NA,,,1996-05-22,01276-0033,-95.926601,60,3-WAY,,45,TULSA,100,5,GATE,MUELL,01276,4334 E 100th ST S,36.017544,ST,0
L,,1384,0054,74133,7,32,S,1,1050,10158,101 ST & 71 EA,0,NA,,,2003-08-15,01421-0054,-95.89751,20,3-WAY,,52,TULSA,71,5,AIR RELIE,MUELLER,01421,10158 S 71th AV E,36.014411,AV,0
L,,1283,0017,74137,21,32,,1,0,0,101 ST 800'E LOUISVILLE NS,0,NA,,,1996-05-19,01276-0017,-95.932011,60,3-WAY,,45,TULSA,,5,GATE,MUELL,01276,,36.017643,,0
L,,1484,0001,74133,36,0,,1,90399,0,101 ST 800'W HAIKEY CRK NS,7,NA,,,1999-08-11,01419-0001,-95.861487,120,3-WAY,,52,BROKEN ARROW,,0,GATE,WATER,01419,,36.01725,,2
L,,1233,0006,74137,0,32,,1,90399,0,101 ST 800'W HARVARD NS,11,NA,,DELET,1999-08-11,01277-0006,-95.941841,0,3-WAY,,45,TULSA,,5,,MUELL,01277,,36.017476,,4
L,,1384,0044,74133,31,32,,1,1050,0,101 ST 800'W MEMORIAL SS,0,NA,,,2003-08-15,01421-0044,-95.88877,80,3-WAY,,52,TULSA,,5,GATE,MUELL,01421,,36.017173,,0
L,,1333,0036,74137,21,32,,1,11000,0,101 ST 800'W OF JOPLIN NS,0,NA,,C451,1999-06-28,01275-0036,-95.913022,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01275,,36.017466,,0
L,,1433,0066,74133,14,32,,1,1070,0,101 ST & 87 EA SWC,0,NA,,C525,1999-06-14,01273-0066,-95.881434,40,3-WAY,1995-02-21,52,TULSA,,5,GATE,DARLI,01273,,36.017509,,0
L,,1233,0005,74137,0,32,E,1,90399,3019,101 ST 900'E DELAWARE NS,11,NA,,DELET,1999-08-11,01277-0005,-95.945279,0,3-WAY,1989-02-23,45,TULSA,101,5,,MUELL,01277,3019 E 101th ST S,36.017544,ST,4
L,,1384,0057,74133,15,32,,1,1050,0,101 ST & MEMORIAL DR ES,0,NA,,C541,2003-08-18,01421-0057,-95.886685,40,,1995-02-20,52,TULSA,,5,GATE,DARLI,01421,,36.016329,,0
L,,1384,0056,74133,21,32,S,1,1050,10122,101 ST & MEMORIAL DR,0,NA,,,2003-08-18,01421-0056,-95.886976,60,,1995-02-20,52,TULSA,MEMORIAL,5,GATE,DARLI,01421,10122 S MEMORIAL  DR E,36.016055,DR,0
L,,1384,0055,74133,21,32,S,1,1050,10122,101 ST & MEMORIAL DR,0,NA,,,2003-08-18,01421-0055,-95.888237,60,,1995-02-17,52,TULSA,MEMORIAL,5,GATE,DARLI,01421,10122 S MEMORIAL  DR E,36.016839,DR,0
L,,1384,0058,74133,27,32,,1,1050,0,101 ST & MEMORIAL DR WS,0,NA,,C499,2003-08-18,01421-0058,-95.886709,80,,,52,TULSA,,5,GATE,DARLI,01421,,36.016761,,0
L,,1384,0059,74133,21,32,,1,1050,0,101 ST & MEMORIAL SS,0,NA,,,2003-08-18,01421-0059,-95.886661,60,,1995-02-23,52,TULSA,,5,GATE,DARLI,01421,,36.015819,,0
L,,1483,0030,74133,36,32,,1,1050,0,101 ST & MINGO NEC,0,NA,,,1999-06-07,01272-0030,-95.868328,120,3-WAY,,52,TULSA,,5,GATE,MUELL,01272,,36.017843,,0
L,,1234,0001,74137,21,29,,1,11000,0,101 ST & S DELAWARE,0,NA,,,1999-03-30,01424-0001,-95.948769,60,3-WAY,,52,TULSA,,3,GATE,MUELL,01424,,36.016427,,0
L,,1333,0066,74137,21,32,,1,11000,0,101 ST & SHERIDAN NWC,0,NA,,C451,1999-06-25,01275-0066,-95.904395,60,3-WAY,,45,TULSA,,5,GATE,M & H,01275,,36.017424,,0
L,,1283,0042,74137,28,32,S,1,0,10008,101 ST & URBANA NEC,0,NA,,,1996-05-22,01276-0042,-95.92413,80,3-WAY,,52,TULSA,URBANA,5,GATE,KENNE,01276,10008 S URBANA  AV E,36.017545,EA,0
L,,1333,0005,74137,21,32,,1,11000,0,101 ST & YALE NEC,0,NA,,C451,1999-06-28,01275-0005,-95.921968,60,3-WAY,,45,TULSA,,5,GATE,KENNE,01275,,36.017542,,0
L,,1229,0042,74105,20,23,E,1,0,3111,1025'S 51 875'W HARVARD SS,10,NA,,C485,1999-06-27,00314-0042,-95.944068,60,3-WAY,,42,TULSA,56,3,GATE,MUELL,00314,3111 E 56th ST S,36.08582,ST,5
L,,1283,0003,74137,0,32,S,1,1070,9309,1025'S 91ST 1000'W YALE AV WS,0,NA,,,2003-08-11,01137-0003,-95.925943,80,3-WAY,,52,TULSA,URBANA,5,GATE,MUELL,01137,4615 E 93th CT S  29  E,36.029009,EA,0
L,,1477,0058,74146,21,25,,1,1060,0,102 EA 300'N/41 ST ES,0,NA,,C506,1999-05-26,00182-0058,-95.863776,60,3-WAY,,50,TULSA,,5,GATE,KENNE,00182,,36.104912,,0
L,,1478,0047,74146,20,20,,1,11200,0,102EA & 45PL SEC,0,NA,,528,1999-04-15,00183-0047,-95.862511,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00183,,36.097923,,0
L,,1477,0049,74146,28,25,E,1,1060,10201,102 EA 550'N/41 ST ES,0,NA,,C525,1999-05-26,00182-0049,-95.863396,80,3-WAY,,50,TULSA,41,5,GATE,5029,00182,10201 E 41th ST S,36.10573,ST,0
L,,1483,0022,74133,20,32,S,1,1050,9723,102 E AVE 115'N OF 98 ES,0,NA,,,1999-06-10,01272-0022,-95.862966,60,3-WAY,,52,TULSA,102,5,GATE,CLOW,01272,9723 S 102th AV E,36.022625,EA,0
L,,1479,0018,74146,20,20,S,1,0,5823,102 E AVE 300'N 59ST ES,0,NA,,C490,1999-05-28,00384-0018,-95.862959,60,3-WAY,,52,TULSA,102,5,GATE,KENNE,00384,5825 S 102th AV E,36.078642,EA,0
L,,1479,0017,74146,20,20,S,1,41702,5829,102 E AVE & 59 ST (PVT) SEC,0,NA,,C490,1999-05-28,00384-0017,-95.863143,60,3-WAY,,52,TULSA,102,5,GATE,KENNE,00384,5829 S 102th AV E,36.077264,EA,0
L,,1483,0023,74133,21,32,E,1,1050,10220,102 E AVE & 98 PL NEC,0,NA,,,1999-06-10,01272-0023,-95.86268,60,3-WAY,,52,TULSA,98,5,GATE,CLOW,01272,10220 E 98th ST S,36.0219,ST,0
,,1334,0016,74137,0,32,S,1,42202,10203,102 & FULTON SEC,0,NA,,DELET,2003-08-18,01422-0016,-95.916515,0,3-WAY,,52,TULSA,FULTON,5,,CLOW,01422,10203 S FULTON  AV E,36.015415,AV,0
L,,1334,0061,74137,27,32,E,1,42202,5706,102 & HUDSON PL SEC,0,NA,,C513,2003-08-12,01422-0061,-95.912466,80,3-WAY,1992-01-28,52,TULSA,102,5,GATE,DARLI,01422,5706 E 102th ST S,36.015719,ST,0
L,,1334,0060,74137,27,32,,1,42202,0,102 & JOPLIN NEC,0,NA,,C513,2003-08-12,01422-0060,-95.910257,80,3-WAY,1992-01-28,52,TULSA,,5,GATE,DARLI,01422,,36.016152,,0
L,,1334,0063,74137,27,32,E,1,42202,5720,102 PL 150'E HUDSON SS,0,NA,,C513,2003-08-12,01422-0063,-95.911965,80,3-WAY,1992-01-28,52,TULSA,102,5,GATE,DARLI,01422,5716 E 102th PL S,36.014841,PL,0
L,,1334,0030,74137,27,32,S,1,42202,10209,102 PL 150'E OF S BRADEN AV SS,8,NA,,C513,2003-07-31,01422-0030,-95.918843,80,3-WAY,,52,TULSA,BRADEN,5,GATE,CLOW,01422,10209 S BRADEN  AV E,36.014975,AV,0
L,,1234,0002,74137,21,29,,1,11000,0,102 PL & DELAWARE,0,NA,,,1999-03-30,01424-0002,-95.948748,60,3-WAY,,52,TULSA,,3,GATE,MUELL,01424,,36.014857,,0
L,,1234,0003,74137,40,29,E,1,11000,2808,102 PL & DELAWARE PL SEC,0,NA,,C400,1999-03-30,01424-0003,-95.947813,120,3-WAY,,52,TULSA,102,3,GATE,MUELL,01424,2808 E 102th PL S,36.014897,PL,0
L,,1234,0004,74137,27,29,E,1,11000,2832,102 PL & EVANSTON AV SWC,0,NA,,C400,1999-03-30,01424-0004,-95.946362,80,3-WAY,,52,TULSA,102,3,GATE,MUELL,01424,2832 E 102th PL S,36.014917,PL,0
L,,1284,0012,74137,27,32,E,1,42202,4206,102 ST 175'E QUEBEC AVE SS,0,NA,,C439,1996-05-17,01423-0012,-95.929966,80,3-WAY,,45,TULSA,102,5,GATE,MUELL,01423,4206 E 102th ST S,36.015686,ST,0
L,,1334,0062,74137,27,32,E,1,42202,5736,102 ST 300'E HUDSON SS,0,NA,,C513,2003-08-12,01422-0062,-95.91113,80,3-WAY,1992-01-28,52,TULSA,102,5,GATE,DARLI,01422,5736 E 102th ST S,36.015685,ST,0
L,,1234,0009,74137,21,32,E,1,11000,2932,102 ST 300'W COLLEGE PL SS,0,NA,,C538,1999-03-30,01424-0009,-95.943286,60,3-WAY,,52,TULSA,102,5,GATE,MUELL,01424,2932 E 102th ST S,36.015872,ST,0
R,,1284,0017,74137,20,32,E,1,42202,4242,102 ST 300'W SANDUSKY AVE SS,0,NA,,C439,1999-04-05,01423-0017,-95.928542,60,3-WAY,,45,TULSA,102,5,GATE,MUELL,01423,4234 E 102th ST S,36.01547,ST,0
L,,1384,0060,74133,31,32,S,1,1050,10122,102 ST & 78 EA PER ENGR,0,NA,,,2003-08-18,01421-0060,-95.889134,80,3-WAY,,52,TULSA,MEMORIAL,5,GATE,AMERI,01421,10122 S MEMORIAL  DR E,36.015957,DR,0
L,,1234,0010,74137,60,32,,1,11000,0,102 ST & EVANSTON PL SEC,0,NA,,,1999-03-30,01424-0010,-95.945107,60,3-WAY,,52,TULSA,,5,GATE,MUELL,01424,,36.015793,,0
L,,1334,0066,74137,27,32,E,1,42202,4928,102 ST & YALE PER ENG,0,NA,,C513,2003-08-12,01422-0066,-95.920783,80,3-WAY,,52,TULSA,102,5,GATE,MUELLER,01422,4928 E 102th ST S,36.015995,ST,0
L,,1477,0037,74146,25,25,,1,1060,0,103 EA 200'N/MINGO CREEK ES,0,NA,,,1999-05-26,00182-0037,-95.862132,80,3-WAY,,50,TULSA,,5,GATE,KENNE,00182,,36.10665,,0
L,,1477,0016,74146,38,27,,1,42302,0,103 EA 200'S/32ST ES,0,NA,,C495,2003-08-03,00181-0016,-95.860656,120,3-WAY,,42,TULSA,,5,GATE,MUELL,00181,,36.116264,,0
L,,1479,0017,74146,27,20,E,1,0,10312,103 EA 200'S/51 ST ES,0,NA,,C499,1999-06-28,00309-0017,-95.860994,80,3-WAY,,45,TULSA,51,5,GATE,MUELL,00309,5123 S 103th AV E,36.089264,ST,0
L,,1477,0026,74146,19,25,S,1,1060,0,103 EA 200'S/SUGAR CREEK ES,0,NA,,,1999-05-26,00182-0026,-95.861373,60,3-WAY,,45,TULSA,E,5,GATE,KENNE,00182,S  E  AV,36.108389,AV,0
L,,1479,0020,74146,21,20,E,1,0,10405,103 EA 250'S/54 ST ES,0,NA,,C477,1999-06-25,00309-0020,-95.861331,60,3-WAY,,45,TULSA,55,5,GATE,MUELL,00309,10405 E 55th PL S,36.085309,ST,0
L,,1479,0021,74146,28,20,E,1,0,10405,103 EA 300'N/55 PL ES,0,NA,,C509,1999-06-25,00309-0021,-95.861499,80,3-WAY,,45,TULSA,55,5,GATE,MUELL,00309,10405 E 55th PL S,36.084184,ST,0
L,,1477,0025,74146,19,25,,1,1060,0,103 EA 600'S/36 ST ES,0,NA,,,1999-05-26,00182-0025,-95.861668,60,3-WAY,,45,TULSA,,5,GATE,KENNE,00182,,36.109923,,0
L,,1476,0005,74129,20,27,,1,11100,0,103 EA 75'S 25ST ES,0,NA,,C495,1999-04-15,00180-0005,-95.861585,60,3-WAY,,45,TULSA,,5,GATE,M & H,00180,,36.125842,,0
L,,1476,0039,74129,20,27,S,1,11100,2619,103 E AV 125'N 27ST ES,0,NA,,C495,1999-04-15,00180-0039,-95.86226,60,3-WAY,,42,TULSA,103,5,GATE,MUELL,00180,2619 S 103th AV E,36.123661,EA,0
L,,1476,0018,74129,26,27,E,1,11100,10301,103 E AV 75'N 26ST ES,0,NA,,C495,1999-04-15,00180-0018,-95.862049,80,3-WAY,,42,TULSA,26,5,GATE,MUELL,00180,10301 E 26th ST S,36.124479,ST,0
L,,1334,0064,74137,27,32,E,1,42202,5722,103 & HUDSON PL SEC,0,NA,,C513,2003-08-12,01422-0064,-95.912173,80,3-WAY,1992-01-28,52,TULSA,103,5,GATE,DARLI,01422,5722 E 103th ST S,36.013963,ST,0
L,,1334,0041,74137,27,32,E,1,42202,5418,103 PL 250'E ERIE SS,0,NA,,C513,2003-08-12,01422-0041,-95.916515,60,3-WAY,,52,TULSA,103,5,GATE,MUELLER,01422,5418 E 103th PL S,36.013085,PL,0
L,,1334,0049,74137,28,32,S,1,42202,10321,103 PL & GRANITE AV NEC,0,NA,,C513,2003-08-12,01422-0049,-95.914636,80,3-WAY,1990-08-14,52,TULSA,GRANITE,5,GATE,CLOW,01422,10321 S GRANITE  AV E,36.013322,AV,0
L,,1334,0065,74137,27,32,E,1,42202,5816,103 ST 150'E IRVINGTON SS,0,NA,,C513,1999-04-16,01422-0065,-95.910963,80,3-WAY,1992-01-28,52,TULSA,103,5,GATE,DARLI,01422,5810 E 103th ST S,36.013963,ST,0
L,,1384,0017,74133,21,32,,1,0,0,103 ST 175'E 67 E AVE SS,0,NA,,,2003-07-31,01421-0017,-95.901324,60,3-WAY,,50,TULSA,,5,GATE,KENNE,01421,,36.015043,,0
L,,1384,0009,74133,38,32,,1,1050,0,103 ST 200'E 66 EA SS,0,NA,,,2003-07-31,01421-0009,-95.902726,120,3-WAY,,50,TULSA,,5,GATE,KENNE,01421,,36.014983,,0
